what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1334743590063
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1334743590063
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1334743590079
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1334743590110
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1334743590141
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1334743590141
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1334743590172
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1334743590204
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1334743590219
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1334743590250
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1334743590328
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1334743590344
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1334743590360
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1334743590500
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1334743590516
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1334743590594
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1334743590594
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1334743590625
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1334743590640
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1334743590656
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1334743590672
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1334743590687
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1334743590703
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1334743590703
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1334743590843
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1334743590874
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1334743590890
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1334743590906
os,sysinfo,,,"win32",1334743590906
arch,sysinfo,,,"x86",1334743590906
ws,sysinfo,,,"win32",1334743590906
locale,sysinfo,,,"en_IE",1334743590906
processors,sysinfo,,,"2",1334743590906
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1334743590906
java.runtime.version,sysinfo,,,"1.6.0_30-b12",1334743590906
java.specification.name,sysinfo,,,"Java Platform API Specification",1334743590906
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1334743590906
java.specification.version,sysinfo,,,"1.6",1334743590906
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1334743590906
java.version,sysinfo,,,"1.6.0_30",1334743590906
java.vm.info,sysinfo,,,"mixed mode",1334743590906
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1334743590906
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1334743590906
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1334743590906
java.vm.specification.version,sysinfo,,,"1.0",1334743590906
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1334743590906
java.vm.version,sysinfo,,,"20.5-b03",1334743590906
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1334743591202
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1334743591654
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1334743591764
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1334743592559
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1334743593152
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1334743593604
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1334743594150
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1334743594275
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1334743594618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743595975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743597473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743597488
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1334743598471
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743604415
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1334743605429
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1334743609609
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1334743609765
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1334743609890
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1334743609937
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1334743615365
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1334743616021
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1334743616083
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1334743616177
opened,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.DeviceView",1334743636627
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.DeviceView",1334743636643
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1334743643616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743651431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743651447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743651509
opened,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1334743659683
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1334743659699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743674581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743696154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743716574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334743718742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743719709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743724342
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1334743729053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743729584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743876467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743877949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743879587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743882566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743882566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743882644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334745576323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334745585472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334745585472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334745585550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334745590201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334745590794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334745597005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334745597661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334745823142
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334745826542
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1334745829142
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1334745829221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.exit",1334745831085
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1334745831649
