what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743429436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743437048
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743443225
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334743443522
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334743443725
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.openResource",1334743443725
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334743445597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743467108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743469979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1334743469994
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334743470556
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1334743474674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743479838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743483503
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1334743488370
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1334743493737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743494439
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1334743496669
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1334743497059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743497356
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334743497356
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1334743497590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743498151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743499290
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1334743499586
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1334743501568
